x,y,label
0.4565217391304348, 0.18230563002680977,0
0.8739130434782612, 0.44504021447721187,0
1.3565217391304347, 0.675603217158177,0
1.6304347826086956, 0.8793565683646114,0
1.8260869565217395, 0.7184986595174263,0
2.5956521739130434, 1.1206434316353888,0
2.8826086956521744, 1.2868632707774799,0
2.217391304347826, 0.8900804289544237,0
3.2608695652173907, 1.5067024128686328,0
3.7173913043478253, 1.7265415549597858,0
2.5956521739130434, 1.5924932975871315,0
2.2043478260869565, 1.2761394101876675,0
0.8217391304347825, 0.772117962466488,0
1.265217391304348, 1.0670241286863271,0
1.6565217391304345, 1.4101876675603218,0
2.126086956521739, 1.705093833780161,0
1.4739130434782608, 1.5495978552278822,0
1.2391304347826086, 1.3297587131367292,0
0.7826086956521741, 1.0134048257372654,0
0.6260869565217393, 0.5683646112600538,0
0.4695652173913043, 0.7828418230563003,0
0.5217391304347825, 1.1635388739946382,0
0.8217391304347825, 1.4369973190348526,0
1.9826086956521738, 1.5495978552278822,0
1.4086956521739131, 1.667560321715818,0
1.1478260869565216, 0.17158176943699743,1
1.7869565217391308, 0.35924932975871315,1
2.334782608695652, 0.5844504021447723,1
2.6478260869565213, 0.7828418230563003,1
3.0260869565217385, 0.9973190348525471,1
3.352173913043478, 1.1796246648793567,1
3.8478260869565215, 1.447721179624665,1
4.199999999999999, 1.60857908847185,1
4.682608695652174, 1.8230563002680966,1
4.643478260869565, 1.6193029490616624,1
4.265217391304348, 1.1957104557640752,1
3, 0.6434316353887399,1
3.769565217391304, 0.9865951742627348,1
3.978260869565217, 1.260053619302949,1
3.4043478260869557, 0.8203753351206433,1
2.765217391304348, 0.27345844504021444,1
2.0608695652173914, 0.0536193029490617,1
2.373913043478261, 0.25737265415549593,1
2.621739130434783, 0.40750670241286846,1
3.378260869565217, 0.39678284182305634,1
3.860869565217391, 0.7560321715817695,1
4.265217391304348, 0.9490616621983914,1
4.8, 1.2815013404825737,1
5.269565217391304, 1.5281501340482575,1
5.0608695652173905, 1.0509383378016086,1
4.5782608695652165, 0.6809651474530831,1
4.239130434782608, 0.45040214477211804,1
4.239130434782608, 0.6541554959785523,1
3.7565217391304344, 0.5576407506702414,1
3.730434782608695, 0.21983914209115296,1
3.052173913043478, 0.07506702412868638,1
3.052173913043478, 0.2627345844504021,1

